Date,Location ISO Code,Location,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases,Location Level,City or Regency,Province,Country,Continent,Island,Time Zone,Special Status,Total Regencies,Total Cities,Total Districts,Total Urban Villages,Total Rural Villages,Area (km2),Population,Population Density,Longitude,Latitude,New Cases per Million,Total Cases per Million,New Deaths per Million,Total Deaths per Million,Total Deaths per 100rb,Case Fatality Rate,Case Recovered Rate,Growth Factor of New Cases,Growth Factor of New Deaths
8/1/2020,ID-SB,Sumatera Barat,0,0,0,0,948,34,765,149,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,0.00,171.76,0.00,6.16,0.62,3.59%,80.70%,0.00,0.00
8/1/2020,ID-SS,Sumatera Selatan,10,0,32,-22,3427,163,1826,1438,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,1.22,417.03,0.00,19.84,1.98,4.76%,53.28%,0.33,0.00
8/1/2020,ID-SU,Sumatera Utara,31,1,131,-101,3962,193,1495,2274,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,2.08,266.35,0.07,12.97,1.30,4.87%,37.73%,0.30,0.20
8/2/2020,ID-AC,Aceh,21,2,0,19,431,16,92,323,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,4.00,82.14,0.38,3.05,0.30,3.71%,21.35%,,2.00
8/2/2020,ID-BA,Bali,40,0,6,34,3484,21,1038,2425,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,9.49,826.34,0.00,4.98,0.50,0.60%,29.79%,0.98,1.00
8/2/2020,ID-BT,Banten,12,1,10,1,1830,104,1547,179,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,1.12,170.67,0.09,9.70,0.97,5.68%,84.54%,0.52,
8/2/2020,ID-BE,Bengkulu,17,0,0,17,235,19,118,98,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,8.50,117.53,0.00,9.50,0.95,8.09%,50.21%,17.00,0.00
8/2/2020,ID-JK,DKI Jakarta,377,0,141,236,22144,852,14108,7184,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,34.76,2041.65,0.00,78.55,7.86,3.85%,63.71%,1.02,0.00
8/2/2020,ID-YO,Daerah Istimewa Yogyakarta,19,0,10,9,759,21,421,317,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,5.23,209.03,0.00,5.78,0.58,2.77%,55.47%,0.28,0.00
8/2/2020,ID-GO,Gorontalo,127,0,61,66,1284,34,649,601,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,107.57,1087.54,0.00,28.80,2.88,2.65%,50.55%,0.89,0.00
8/2/2020,IDN,Indonesia,1519,43,1056,420,111455,5236,68975,37244,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,5.73,420.29,0.16,19.74,1.97,4.70%,61.89%,0.97,0.69
8/2/2020,ID-JA,Jambi,1,0,0,1,169,5,119,45,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,0.29,48.38,0.00,1.43,0.14,2.96%,70.41%,0.17,1.00
8/2/2020,ID-JB,Jawa Barat,79,2,14,63,6994,219,4236,2539,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,1.75,154.87,0.04,4.85,0.48,3.13%,60.57%,1.22,
8/2/2020,ID-JT,Jawa Tengah,73,26,147,-100,12742,968,7809,3965,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,2.01,350.40,0.71,26.62,2.66,7.60%,61.29%,0.51,1.63
8/2/2020,ID-JI,Jawa Timur,330,23,220,87,22642,2044,15495,5103,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,8.15,559.35,0.57,50.50,5.05,9.03%,68.43%,0.57,1.21
8/2/2020,ID-KB,Kalimantan Barat,0,0,0,0,387,4,355,28,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,0.00,71.37,0.00,0.74,0.07,1.03%,91.73%,1.00,1.00
8/2/2020,ID-KS,Kalimantan Selatan,32,0,18,14,6192,294,3467,2431,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,7.95,1539.13,0.00,73.08,7.31,4.75%,55.99%,0.52,1.00
8/2/2020,ID-KT,Kalimantan Tengah,17,0,12,5,1777,91,1217,469,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,6.61,691.36,0.00,35.40,3.54,5.12%,68.49%,0.55,1.00
8/2/2020,ID-KI,Kalimantan Timur,83,5,6,72,1516,37,917,562,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,23.37,426.78,1.41,10.42,1.04,2.44%,60.49%,11.86,5.00
8/2/2020,ID-KU,Kalimantan Utara,0,0,0,0,284,2,214,68,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,0.00,438.00,0.00,3.08,0.31,0.70%,75.35%,0.00,1.00
8/2/2020,ID-BB,Kepulauan Bangka Belitung,0,0,0,0,194,2,174,18,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,0.00,140.60,0.00,1.45,0.14,1.03%,89.69%,1.00,1.00
8/2/2020,ID-KR,Kepulauan Riau,2,0,0,2,494,20,324,150,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,1.04,256.04,0.00,10.37,1.04,4.05%,65.59%,0.05,1.00
8/2/2020,ID-LA,Lampung,16,1,0,15,271,13,195,63,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,1.76,29.79,0.11,1.43,0.14,4.80%,71.96%,,
8/2/2020,ID-MA,Maluku,11,0,5,6,1135,24,749,362,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,5.96,614.48,0.00,12.99,1.30,2.11%,65.99%,0.35,1.00
8/2/2020,ID-MU,Maluku Utara,14,0,0,14,1567,50,330,1187,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,10.70,1198.19,0.00,38.23,3.82,3.19%,21.06%,1.08,1.00
8/2/2020,ID-NB,Nusa Tenggara Barat,50,5,26,19,2115,115,1310,690,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,9.49,401.31,0.95,21.82,2.18,5.44%,61.94%,,
8/2/2020,ID-NT,Nusa Tenggara Timur,6,0,9,-3,151,1,120,30,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,1.11,27.90,0.00,0.18,0.02,0.66%,79.47%,,1.00
8/2/2020,ID-PA,Papua,27,1,22,4,3114,34,1402,1678,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,6.22,717.45,0.23,7.83,0.78,1.09%,45.02%,0.96,
8/2/2020,ID-PB,Papua Barat,9,0,3,6,460,6,296,158,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,7.89,403.26,0.00,5.26,0.53,1.30%,64.35%,0.50,1.00
8/2/2020,ID-RI,Riau,10,0,1,9,459,12,328,119,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,1.65,75.57,0.00,1.98,0.20,2.61%,71.46%,3.33,1.00
8/2/2020,ID-SR,Sulawesi Barat,6,0,4,2,238,4,144,90,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,3.85,152.57,0.00,2.56,0.26,1.68%,60.50%,3.00,1.00
8/2/2020,ID-SN,Sulawesi Selatan,95,0,0,95,9600,317,6624,2659,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,10.08,1018.36,0.00,33.63,3.36,3.30%,69.00%,0.74,0.00
8/2/2020,ID-ST,Sulawesi Tengah,6,0,0,6,213,7,189,17,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,2.03,72.07,0.00,2.37,0.24,3.29%,88.73%,,1.00
8/2/2020,ID-SG,Sulawesi Tenggara,0,0,3,-3,787,13,480,294,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,0.00,298.62,0.00,4.93,0.49,1.65%,60.99%,0.00,1.00
8/2/2020,ID-SA,Sulawesi Utara,20,1,60,-41,2668,134,1309,1225,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,7.57,1009.89,0.38,50.72,5.07,5.02%,49.06%,0.29,
8/2/2020,ID-SB,Sumatera Barat,9,0,8,1,957,34,773,150,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,1.63,173.39,0.00,6.16,0.62,3.55%,80.77%,,1.00
8/2/2020,ID-SS,Sumatera Selatan,17,2,31,-16,3444,165,1857,1422,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,2.07,419.10,0.24,20.08,2.01,4.79%,53.92%,1.70,
8/2/2020,ID-SU,Sumatera Utara,174,8,129,37,4136,201,1624,2311,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,11.70,278.05,0.54,13.51,1.35,4.86%,39.26%,5.61,8.00
8/3/2020,ID-AC,Aceh,2,1,0,1,433,17,92,324,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,0.38,82.52,0.19,3.24,0.32,3.93%,21.25%,0.10,0.50
8/3/2020,ID-BA,Bali,41,0,4,37,3525,21,1042,2462,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,9.72,836.07,0.00,4.98,0.50,0.60%,29.56%,1.03,1.00
8/3/2020,ID-BT,Banten,21,0,15,6,1851,104,1562,185,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,1.96,172.63,0.00,9.70,0.97,5.62%,84.39%,1.75,0.00
8/3/2020,ID-BE,Bengkulu,0,0,0,0,235,19,118,98,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,0.00,117.53,0.00,9.50,0.95,8.09%,50.21%,0.00,1.00
8/3/2020,ID-JK,DKI Jakarta,472,16,134,322,22616,868,14242,7506,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,43.52,2085.16,1.48,80.03,8.00,3.84%,62.97%,1.25,
8/3/2020,ID-YO,Daerah Istimewa Yogyakarta,12,0,13,-1,771,21,434,316,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,3.30,212.34,0.00,5.78,0.58,2.72%,56.29%,0.63,1.00
8/3/2020,ID-GO,Gorontalo,37,1,49,-13,1321,35,698,588,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,31.34,1118.87,0.85,29.64,2.96,2.65%,52.84%,0.29,
8/3/2020,IDN,Indonesia,1679,66,1262,351,113134,5302,70237,37595,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,6.33,426.62,0.25,19.99,2.00,4.69%,62.08%,1.11,1.53
8/3/2020,ID-JA,Jambi,0,0,0,0,169,5,119,45,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,0.00,48.38,0.00,1.43,0.14,2.96%,70.41%,0.00,1.00
8/3/2020,ID-JB,Jawa Barat,68,0,26,42,7062,219,4262,2581,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,1.51,156.37,0.00,4.85,0.48,3.10%,60.35%,0.86,0.00
8/3/2020,ID-JT,Jawa Tengah,96,3,175,-82,12838,971,7984,3883,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,2.64,353.04,0.08,26.70,2.67,7.56%,62.19%,1.32,0.12
8/3/2020,ID-JI,Jawa Timur,321,17,258,46,22963,2061,15753,5149,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,7.93,567.28,0.42,50.92,5.09,8.98%,68.60%,0.97,0.74
8/3/2020,ID-KB,Kalimantan Barat,0,0,0,0,387,4,355,28,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,0.00,71.37,0.00,0.74,0.07,1.03%,91.73%,1.00,1.00
8/3/2020,ID-KS,Kalimantan Selatan,46,2,92,-48,6238,296,3559,2383,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,11.43,1550.57,0.50,73.58,7.36,4.75%,57.05%,1.44,
8/3/2020,ID-KT,Kalimantan Tengah,14,0,30,-16,1791,91,1247,453,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,5.45,696.81,0.00,35.40,3.54,5.08%,69.63%,0.82,1.00
8/3/2020,ID-KI,Kalimantan Timur,22,4,25,-7,1538,41,942,555,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,6.19,432.97,1.13,11.54,1.15,2.67%,61.25%,0.27,0.80
8/3/2020,ID-KU,Kalimantan Utara,0,0,1,-1,284,2,215,67,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,0.00,438.00,0.00,3.08,0.31,0.70%,75.70%,1.00,1.00
8/3/2020,ID-BB,Kepulauan Bangka Belitung,3,0,0,3,197,2,174,21,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,2.17,142.78,0.00,1.45,0.14,1.02%,88.32%,,1.00
8/3/2020,ID-KR,Kepulauan Riau,0,0,0,0,494,20,324,150,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,0.00,256.04,0.00,10.37,1.04,4.05%,65.59%,0.00,1.00
8/3/2020,ID-LA,Lampung,26,0,16,10,297,13,211,73,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,2.86,32.65,0.00,1.43,0.14,4.38%,71.04%,1.63,0.00
8/3/2020,ID-MA,Maluku,0,0,2,-2,1135,24,751,360,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,0.00,614.48,0.00,12.99,1.30,2.11%,66.17%,0.00,1.00
8/3/2020,ID-MU,Maluku Utara,5,0,17,-12,1572,50,347,1175,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,3.82,1202.02,0.00,38.23,3.82,3.18%,22.07%,0.36,1.00
8/3/2020,ID-NB,Nusa Tenggara Barat,35,2,9,24,2150,117,1319,714,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,6.64,407.95,0.38,22.20,2.22,5.44%,61.35%,0.70,0.40
8/3/2020,ID-NT,Nusa Tenggara Timur,0,0,0,0,151,1,120,30,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,0.00,27.90,0.00,0.18,0.02,0.66%,79.47%,0.00,1.00
8/3/2020,ID-PA,Papua,0,0,0,0,3114,34,1402,1678,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,0.00,717.45,0.00,7.83,0.78,1.09%,45.02%,0.00,0.00
8/3/2020,ID-PB,Papua Barat,0,0,0,0,460,6,296,158,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,0.00,403.26,0.00,5.26,0.53,1.30%,64.35%,0.00,1.00
8/3/2020,ID-RI,Riau,50,1,6,43,509,13,334,162,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,8.23,83.80,0.16,2.14,0.21,2.55%,65.62%,5.00,
8/3/2020,ID-SR,Sulawesi Barat,1,1,3,-3,239,5,147,87,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,0.64,153.21,0.64,3.21,0.32,2.09%,61.51%,0.17,
8/3/2020,ID-SN,Sulawesi Selatan,97,0,1,96,9697,317,6625,2755,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,10.29,1028.65,0.00,33.63,3.36,3.27%,68.32%,1.02,1.00
8/3/2020,ID-ST,Sulawesi Tengah,0,0,0,0,213,7,189,17,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,0.00,72.07,0.00,2.37,0.24,3.29%,88.73%,0.00,1.00
8/3/2020,ID-SG,Sulawesi Tenggara,2,1,47,-46,789,14,527,248,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,0.76,299.38,0.38,5.31,0.53,1.77%,66.79%,,
8/3/2020,ID-SA,Sulawesi Utara,78,1,49,28,2746,135,1358,1253,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,29.52,1039.41,0.38,51.10,5.11,4.92%,49.45%,3.90,1.00
8/3/2020,ID-SB,Sumatera Barat,17,0,2,15,974,34,775,165,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,3.08,176.47,0.00,6.16,0.62,3.49%,79.57%,1.89,1.00
8/3/2020,ID-SS,Sumatera Selatan,11,4,7,0,3455,169,1864,1422,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,1.34,420.44,0.49,20.57,2.06,4.89%,53.95%,0.65,2.00
8/3/2020,ID-SU,Sumatera Utara,57,2,39,16,4193,203,1663,2327,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,3.83,281.88,0.13,13.65,1.36,4.84%,39.66%,0.33,0.25
8/4/2020,ID-AC,Aceh,7,0,0,7,440,17,92,331,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,1.33,83.85,0.00,3.24,0.32,3.86%,20.91%,3.50,0.00
8/4/2020,ID-BA,Bali,49,0,12,37,3574,21,1054,2499,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,11.62,847.69,0.00,4.98,0.50,0.59%,29.49%,1.20,1.00
8/4/2020,ID-BT,Banten,33,0,14,19,1884,104,1576,204,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,3.08,175.71,0.00,9.70,0.97,5.52%,83.65%,1.57,1.00
8/4/2020,ID-BE,Bengkulu,3,1,0,2,238,20,118,100,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,1.50,119.03,0.50,10.00,1.00,8.40%,49.58%,,
8/4/2020,ID-JK,DKI Jakarta,410,14,224,172,23026,882,14466,7678,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,37.80,2122.97,1.29,81.32,8.13,3.83%,62.82%,0.87,0.88
8/4/2020,ID-YO,Daerah Istimewa Yogyakarta,12,0,14,-2,783,21,448,314,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,3.30,215.64,0.00,5.78,0.58,2.68%,57.22%,1.00,1.00
8/4/2020,ID-GO,Gorontalo,65,2,63,0,1386,37,761,588,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,55.05,1173.93,1.69,31.34,3.13,2.67%,54.91%,1.76,2.00
8/4/2020,IDN,Indonesia,1922,86,1813,23,115056,5388,72050,37618,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,7.25,433.87,0.32,20.32,2.03,4.68%,62.62%,1.14,1.30
8/4/2020,ID-JA,Jambi,19,0,1,18,188,5,120,63,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,5.44,53.82,0.00,1.43,0.14,2.66%,63.83%,,1.00
8/4/2020,ID-JB,Jawa Barat,122,0,87,35,7184,219,4349,2616,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,2.70,159.07,0.00,4.85,0.48,3.05%,60.54%,1.79,1.00
8/4/2020,ID-JT,Jawa Tengah,60,1,142,-83,12898,972,8126,3800,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,1.65,354.69,0.03,26.73,2.67,7.54%,63.00%,0.63,0.33
8/4/2020,ID-JI,Jawa Timur,391,19,247,125,23354,2080,16000,5274,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,9.66,576.94,0.47,51.38,5.14,8.91%,68.51%,1.22,1.12
8/4/2020,ID-KB,Kalimantan Barat,0,0,16,-16,387,4,371,12,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,0.00,71.37,0.00,0.74,0.07,1.03%,95.87%,1.00,1.00
8/4/2020,ID-KS,Kalimantan Selatan,119,1,50,68,6357,297,3609,2451,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,29.58,1580.14,0.25,73.82,7.38,4.67%,56.77%,2.59,0.50
8/4/2020,ID-KT,Kalimantan Tengah,53,0,31,22,1844,91,1278,475,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,20.62,717.43,0.00,35.40,3.54,4.93%,69.31%,3.79,1.00
8/4/2020,ID-KI,Kalimantan Timur,60,1,37,22,1598,42,979,577,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,16.89,449.86,0.28,11.82,1.18,2.63%,61.26%,2.73,0.25
8/4/2020,ID-KU,Kalimantan Utara,3,0,50,-47,287,2,265,20,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,4.63,442.62,0.00,3.08,0.31,0.70%,92.33%,,1.00
8/4/2020,ID-BB,Kepulauan Bangka Belitung,0,0,2,-2,197,2,176,19,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,0.00,142.78,0.00,1.45,0.14,1.02%,89.34%,0.00,1.00
